Comment,Sentiment
Apney subscribe👬 walone ko budhape pension milta rahey to sarey desh main tumhara hee sarkaar tumhara hee sarkaar aney wali hai😇😇😇😇😇,Positive
"""I WANT U TO BECAME AN I.A.S OFFICER""",Neutral
Please come up with a blockchain course,Neutral
I am study in class 9 and I'm want to learn coding and become a software developer,Neutral
I am in class 9 still enjoying watching your videos didi,Positive
I would like a video on IoT,Neutral
"Can we start coding in ""commerce"" field pls tell me by replying ...🙏🏻",Neutral
"This is an off topic question but I am confused so I am asking here.
My collage has purposed a schene that if we are able to collect 20 exta credit (5 per semister) in btech it will become b tech honors . So what should I do . Please suggest",Positive
Thanks  for great information,Positive
"Thank you Didi 💕
Would u like make a video on what is full stack dev becoz ur way of implementing to the viewers is excellent 👍",Positive
Hi can you please make a video on spring frame work with springboot,Neutral
Didi muje web development me career bnana h mai ky ky seekhu,Neutral
Dee I have no computer and laptop.☹️☹️😭😭,Neutral
"Mam, aap c language ka full tutorial banaiye na c++ ke jaise pleaseeeeeee",Positive
plz didi make a video on which type of glasses (spectacles) we have to wear while coding.......,Neutral
"I don't have maths in my 11,12th class and i am not given jee mains and advance also but I get admission in private university for doing btech in IT . So please ma'am know me that can i apply for ISRO as a IT engineering field jobs in isro",Neutral
Hello I am first year student of engineering in IT wanted to asked that I am. PCB student in my 11th and 12th class I don't take maths in previous couple of years. And and i doing my btech from private university So want to know that after completing my btech in IT can I apply in isro for IT engineer post .,Positive
Thanks,Positive
"Hi Didi !!!
I want to study cyber security courses... Kindly guide me for the same...",Positive
Classes kl se start hui h kya?,Neutral
"Hlo mam,
I have recently subscribe your channel you have awesome content. I also watch you 4 year carrer related video. I also want to learn coding. I have completed my Bachelor's and Master's and PGDCA. Can you please guide me that now from where i have to started and is there any need to take admission in any course or diploma... Please reply and guide me.",Positive
ASP net MVC course,Neutral
huge request to make a complete video on uiux,Positive
Can you please suggest me a mini project in Cllg...??,Neutral
Thank you didi for giving this helpful information ☺️✌🏻,Neutral
*Is SSD laptop compulsion to start with coding or we can use HDD laptop too.*,Neutral
Please make video on topic *Cyber Security/Ethical Hacking*,Neutral
Due to no reason I chooses commerce course but after completing it I'm regretting because of no interest but now I want to learn some technical skills please suggest your views mamm it will very helpful for me!!,Positive
Dii could you plss tell me the pathway of becoming AI engineer after 10th plssss.. Plssss.....,Positive
Mam for Micro-controllers which Programming or coding is best?,Positive
Didi make a video for ethical hackers konsi languages sikha padega ?,Positive
"Didi please make a video on ""How to start project making?"" I will always be obliged for this🙏",Neutral
Which laptop is best for programming,Positive
Mam i am yoyr big fan,Neutral
Inshallah I will learn these all but first I need a laptop Jo k abhi Tak Meray pass Nahi hay🤪😓,Positive
Thanku mam,Neutral
"Hi AC team, please don't delay in uploading java videos :(",Negative
Please update english subtile because i am deaf so i could not understand whatever u speak in video so please add english captioned for deaf people like me and other hearing people who don't understand your languages,Negative
"I think this isn't right question , right question is how we finished learning coding(not exactly as learning cannot finished) as we know many stop learning in mid and many change language in mid so they waste most of time this is most common problem many student face this problem",Positive
Ma'am please put English subtitles too,Neutral
Coding is for all stream of students,Neutral
"Plz change the into tune 😑😑
It always makes me irritate",Neutral
"Didi plz say, how to start a new project????",Positive
Mam I'm crazy for coding,Negative
didi please make python course,Neutral
"Yo, Nice Video didi",Positive
Didi what is the hacking?please  explain,Neutral
"Please share C language series as you did for c++, that was amazing.",Positive
"Maine suna hai pehle C sikhna chaiye,,that's why in enginerring FY ,they teaches C as it is the mother of all languages",Neutral
mam what projectsyou made in your rsume,Neutral
Is it good to sift from BA to coding?,Positive
I am in 10th,Neutral
When python course is coming,Neutral
"We need Android development course pls 
It's a must pls",Neutral
Aap aman bhaiya se shadi kar lo didi,Neutral
"I want to develop a A.I. like Jarvis, so how do I start coding and from which language?",Neutral
Please provide us c language full course.,Positive
"I love the way you talk to us is very impressive,.we clearly understand
Pakistan ❣️👈",Positive
"Mam , Internshala  jo internships recommend krte h wo worthy h  ?",Positive
Mam please make a playlist on 'PWA'.,Neutral
"I wish that you would be tution tutor 
I wish",Neutral
Thanks Sister Shraddha (Shraddha Didi),Positive
Mai apko didi nhi sister bolunga 😃✌️🤗,Neutral
Mam I want to learn python but I didn't found the best tutorial for python can you make a python full course tutorial,Positive
"Mam how can I learn coding at home, nd how can I go for a high paying Job Mam Can explain to me please",Positive
How to build logic in programming video banao mam,Neutral
im here 2 days after upload i guess,Neutral
Thanks for 1k subscribers 🎊,Positive
Could you pls upload videos in English also...,Neutral
I can't afford expensive laptops can u please suggest me some affordable laptops please please if u r reading this comment🍂,Negative
"Sister are you IITIAN my friend who is preparing for JEE advanced is seeing you video.
by the way I am an IIT CIVIL Engineer from IIT BOMBAY but currently working in U.S.A",Positive
"Basics kaha se sekhe??? (if-else,variable)",Neutral
Mam me it line me jana chata hu muje aap bata sakti ha kya me aap ki kon si class se sikhna start karu,Neutral
"Do anything, but don't follow apna college dsa course",Neutral
Thank you so much Mam for this helpful video.. Respect from Pakistan,Positive
Didi m school m h i wanted to study coding,Neutral
Didi please tell me about Microsoft and Google internship crack kare,Neutral
"Hello mam,
I have a simple Question, how we can handle Invaild Input in c++.",Neutral
Hello di di I need your help you can help me,Neutral
Thank you Very Much for this video Di. Love you all guys,Positive
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Hi Didi I'm from Bangladesh .I am studying in Diploma in CSE .So please make a video on diploma Engineering.,Neutral
Mam me cs Branch se b tech krta hu...aur mere ko english bhut kam aata hai to kya job mil sakta hai ya nhi,Negative
Brilliant vid ! want more like these,Positive
Ye Didi..aman bhaiya ki sister lagti hain kya??,Neutral
A BSc student how can he become a software engineer and crack packages of crores please Shraddha didi please help it🙂🙂🙂🥺,Neutral
"Hello 👩.. #commerce  background student 
Which Programing language learn to first 🤔
+POINT..  AND JOBS.. DETAILS........",Positive
"Coding hai, skills hai but job nhi hai due less % 🥺",Negative
please make a roadmap of cloud engineer for bca/btech student,Neutral
"Apna college theme tune....
Makes my shoulders move.... 😁",Neutral
"Thanks Mam😊, you always show us the right path for our career and also provide us the resources for following that path.",Positive
Di I'm a non math student can I become a good coder ?,Positive
Please do video on advanced java,Positive
SAP kia ha is pr vedio bna dyin,Neutral
Start a  course on Andriod Development in deep and detailed,Positive
Thank you so much for this ❤️,Positive
Thanks di,Positive
DATA SCIENCE,Neutral
Hii didi....kya hum dono nahi Sikh sakte....matlab Java aur C++ ....dono nhi sikhna chahiye kyaaa,Neutral
Commerce student coding sikhne ke baad kya usko job mil sakta hai,Neutral
Ma'am please continue to upload java videos. They are really great.,Positive
"I've done core java... Ab aage kya...
🤔",Neutral
Please shradha didi provide usss full python course please,Positive
Thank you mam for this video to get understanding and detail view about coding.your words are so motivated for every individual mam😍🙏🙌,Neutral
Didi pls java course complete krvado 1🙏🙏🙏,Positive
Super......mem itna to college ke sir bhi nahi bolte....thankyou mem.........🤗🤗🤗🤗🤗,Neutral
Aapka content bahoot acha hai,Neutral
Lady aman datterwal,Neutral
Thx dear,Neutral
"Plz make a motivation every month ,jisse dekhne ke bad aur jyda preparation krne me help ho",Negative
Thank you please provide android develop ment course,Neutral
Please share cource on ethical hacking please 🙏🏻,Positive
"Please try to make videos in English ,most probably south Indians are not willing to understand hindi",Positive
About ethical hacking,Positive
Mam please help me i am bca students what should I do 😔,Neutral
Guide me with Data analyst pathway,Neutral
Kitni baar karegi didi on same topic,Neutral
"Aman bhaiya
Muze IT me apna future banana hai, maine mera btech tier 3 college se kia hai aur currently ek offer bhi hai mere pas basic vala.
Pr mai uss se khush nhi hu.....mtech krne ki soch raha hu
to muze mtech 1 saal job experience le kr krna chiye ya fir bina time waste krte hue drop le kr abhi se gate ki tayari shuru kr du?
Please reply or make a video soon 🙏",Negative
